"schoolName","state","link","item","extract"
"Mount Pleasant High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/43/MPHS%202018_2019%20Student%20Handbook.pdf","safe/safety","The MPHS dress code is implemented to promote the health and safety of all students as well as to ensure a positive, professional educational environment."
"Bonney Lake High School","WA","https://docs.google.com/viewerng/viewer?url=https://www.sumnersd.org//cms/lib/WA01919505/Centricity/Domain/831/Student+Handbook+18-19.pdf","disruption/distraction"," In order to facilitate learning for all students, we ask that student dress and appearance follow health and safety standards and not cause a disruption to the learning environment."
"Hicksville High School","NY","https://www.hicksvillepublicschools.org/parents/code_of_conduct","appropriate/inappropriate","However, scant or skimpy clothing is not considered appropriate dress for school."
"Plymouth-Whitemarsh Shs","PA","https://www.colonialsd.org/uploaded/PWHS/McCarthy/PW_STUDENT_HANDBOOK_18-19.pdf","safe/safety"," Personal appearance should not disrupt the educational process or endanger the health or safety of students."
"Franklin High","MA","http://franklinpsarchive.vt-s.net/Pages/FranklinDistrict_Archive/Handbooks/FHS/FHS.htm#kix.x2oka5zfi83l","health","Since Franklin High School is recognized as an educational environment and a place of business it is important that students dress in a manner conducive to good health practices and safety regulations."
"Brindlee Mt High Sch","AL","http://www.marshallk12.org/common/pages/DisplayFile.aspx?itemId=15209319","clean"," Students are expected also to be clean and neat in appearance and dress."
"Mahopac High School","NY","https://echalk-slate-prod.s3.amazonaws.com/private/schools/1830/site/fileLinks/49878972-307f-404e-80fd-bf747c5b16b9?AWSAccessKeyId=AKIAJSZKIBPXGFLSZTYQ&Expires=1858363622&response-cache-control=private%2C%20max-age%3D31536000&response-content-disposition=%3Bfilename%3D%22Student%2520Handbook%25202018-2019%2520doc%2520%25201.pdf%22&response-content-type=application%2Fpdf&Signature=4snQ7zJnjxTA1gOQ3J98AGAvqLk%3D","disruption/distraction"," Be safe, appropriate and not disrupt or interfere with the educational process."
"Fruitvale High School","TX","http://www.fruitvaleisd.com/upload/page/0132/docs/Student%20Handbook%20.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Lawson High","MO","https://www.lawsoncardinals.org/sites/lawsoncardinals.org/files/files/Private_User/schmitzr/HS_Lawson%20Handbook2018-19_2.pdf","safe/safety"," The rights of individuals to dress and groom according to personal preference is recognized, but only within the framework where dress and grooming does not disrupt the educational environment or raise safety or health concerns."
"Winneconne High","WI","http://www.hs.winneconne.k12.wi.us/UserFiles/Servers/Server_242514/File/Schools/High%20School/Family%20Information/Student%20Handbook/WHS%20Agenda%202018-19.pdf","appropriate/inappropriate","Neatness, cleanliness, and appropriate dress are vital to the individual student and to those with whom he/she shares a classroom."
"North Douglas High School","OR","https://docs.wixstatic.com/ugd/b1bba2_34de547f444d4a3c8c98ac4e4b9865e5.pdf","disruption/distraction","The district's dress code is established to promote appropriate grooming and hygiene, prevent disruption and avoid safety hazards."
"Northland Pines High","WI","https://www.npsd.k12.wi.us/NPHS/StudentHanbook.pdf","good taste"," Students are expected to dress adequately, suitable for weather conditions, and in good taste."
"Hornell Senior High School","NY","http://www.hornellcityschools.com/uploadeddocs/studenthandbook.pdf","disruption/distraction"," Attire should not be injurious to the health, safety, or welfare of our students; nor should one’s dress be disruptive to the educational process."
"Nex Gen Academy","NM","https://drive.google.com/file/d/1mNpndUGv9XN6tSrkTjhBu376uKTS0MV8/view","clean"," Students should plan on attire which is neat, clean and not overly revealing ."
"Mountain View High School","WY","http://mvhs.uinta4.com/UserFiles/Servers/Server_546169/File/For%20Students/Mountain%20View%20High%20School%20Student%20Handbook.pdf","disruption/distraction"," Any article or mode of dress that is determined to be inappropriate, disruptive, disturbing or unsafe is subject to correction."
"Hardin-Jefferson High School","TX","http://www.hjisd.net/UserFiles/Servers/Server_815992/File/2018-19%20Student%20Handbook%20updated%209-17-18.pdf","safe/safety","The District's dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Van Horn High","MO","https://www.isdschools.org/wp-content/uploads/2018/07/2018-19-ISD-High-Schools-Student-Handbook.pdf","appropriate/inappropriate"," Therefore, students should wear clothing that is appropriate for school and is not distracting, disrespectful, offensive, or unsafe."
"Ramon C. Cortines School of Visual and Performing Arts","CA","https://central-lausd-ca.schoolloop.com/file/1405064186706/1250946465815/76170478746144614161537852651246.pdf","good taste"," Since school is a place of business and learning, students are expected to dress appropriately, modestly, and in good taste."
"Huntington High School","NY","http://www.hufsd.edu/assets/pdf/school/hhs/2019/student_handbook.pdf","clean","All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Shelby Co High Sch","AL","http://www.shelbyed.k12.al.us/schools/schs/docs/18-19-handbook.pdf","modest/modesty"," Clean, proper, and modest clothing is the required dress for all classes and activities."
"Geneva High Sch","AL","http://www.geneva.gch.schoolinsites.com/?PageName=%27Handbook%27","safe/safety"," Therefore, it is expected that teachers, administrators, and students dress in such a manner that will ensure the health and safety of the school."
"Franklin High","MA","http://franklinpsarchive.vt-s.net/Pages/FranklinDistrict_Archive/Handbooks/FHS/FHS.htm#kix.x2oka5zfi83l","safe/safety","Since Franklin High School is recognized as an educational environment and a place of business it is important that students dress in a manner conducive to good health practices and safety regulations."
"Fontana A. B. Miller High","CA","http://www.fusdweb.com/sites/hs/fohi/Shared%20Documents/Student-Parent%20Handbook.pdf","safe/safety","The pupil has the right to attire himself/herself in a manner that is suitable as long as practices of good health and safety are observed and there is no disruption of the educational process."
"Douglas High School","MA","http://douglasps.net/common/pages/DisplayFile.aspx?itemId=306586","disruption/distraction"," Unacceptable dress/attire is any clothing that is deemed provocative and disrupts the learning environment."
"Olton High School","TX","https://drive.google.com/file/d/18_Bs7Ml7YFK3fHrwEVmXkWDebKjHVF8M/view","neat"," Students shall be dressed and groomed in a manner that is clean and neat and that will not be a health or safety hazard to themselves or others."
"Frontenac Sr. High School","KS","http://www.frontenac249.org/wp-content/uploads/2018/08/2018-19-FHS-Student-Handbook-6-20-18.pdf","modest/modesty"," The body must be sufficiently covered to ensure modesty."
"California High","MO","https://docs.google.com/document/d/1r9k6kmYmX7jAh_Hb0gIDSHfgfSadrkpXc6fjibDWxKc/edit#heading=h.4iylrwe","appropriate/inappropriate","Students are required to dress appropriately for school."
"Byron Nelson High School","TX","https://www.nisdtx.org/common/pages/DisplayFile.aspx?itemId=16439757","respect/disrespect"," This dress code is established to teach grooming and hygiene, reduce loss of personal property, and teach respect for authority."
"Creston High School","IA","https://drive.google.com/file/d/19tPOQYN9d2vAz5pl-6Ch9jYCKuuSmWcd/view","good taste","Students are expected to dress in a fashion that reflects good taste and a style appropriate for a school day."
"Gilmer High School","GA","https://www.gilmerschools.com/common/pages/DisplayFile.aspx?itemId=1053191","disruption/distraction"," Additionally, the administration reserves the right to prohibit an item of clothing if  that clothing creates a potential safety or injury risk to the individual student or others; or, if the item of clothing creates a reasonable disruption to school environment."
"Hallsville High School","TX","https://webapp.hisd.com/downloads/Hallsville_ISD_Student_Handbook.pdf","health"," Students shall be dressed and groomed in a manner that is clean, neat and will not be a health or safety hazard to themselves or others."
"Beaver Dam High","WI","https://www.bdusd.org/handbooks/Student%20-%20Family%20Handbook%202018-19.pdf","safe/safety","When a student’s appearance disrupts the educational process or causes a health or safety problem, he/she may be referred to the building administration for possible action."
"Lynnville-Sully High School","IA","https://drive.google.com/file/d/1UTbkUApgWTwoeHMl_5TCXtjnChJeMR8G/view","disruption/distraction","The board believes inappropriate student appearance causes material and substantial disruption to the school environment or presents a threat to the health and safety of students, employees and visitors."
"Mashpee High","MA","https://www.mpspk12.org/site/handlers/filedownload.ashx?moduleinstanceid=2591&dataid=3312&FileName=18-19%20Parent%20Student%20Handbook.pdf","health","The Mashpee Public Schools expect students to maintain an appearance that is conducive to safety, good health, and appropriate conduct."
"Judith Gap High School","MT","https://docs.google.com/document/d/1jk1vC6zX40S-QxBZgzh6Tzr_E8B7ERC-SDZmkMRAVJs/edit","modest/modesty","  Skirt and short(s) length must not be excessively short, as to disrupt or exceed generally held notions of modesty."
"Pella High School","IA","https://docs.google.com/document/d/17WsufX8F9gwHJg2yczc9B0cMkirWqJERzFGEzgUSIXU/edit#heading=h.81nd0n5g0ni8","modest/modesty","  Students are expected to adhere to reasonable levels of cleanliness and modesty."
"Iraan High School","TX","http://isisd.esc18.net/Campuses/Handbooks/2018-2019/2018-2019%20Student%20Handbook.pdf","disruption/distraction"," This purpose includes preparing students for employment, teaching the importance of rules and discipline, providing a safe environment, and minimizing disruptions during school."
"Porum High School","OK","https://s3.amazonaws.com/scschoolfiles/162/2018-2019_porum_high_school_handbook.pdf","disruption/distraction"," Regular School Day Wear: Shorts/Skirts/Pants/Pant Skirts/Dresses/Holes In Pants/Jeggings/Leggings: Shall be long enough not to be distracting or indecent, they should be no shorter than the tip of the longest finger with the hand hanging at the student’s side."
"Rondout Valley High School","NY","https://www.rondout.k12.ny.us/UserFiles/Servers/Server_719363/File/18-19/Code%20of%20Conduct%20BOE%20Adopted%206-19-2018.pdf","disruption/distraction"," Be safe, appropriate, and not disrupt or interfere with the educational process."
"Rham High School","CT","http://www.rhamhs.reg8.k12.ct.us/UserFiles/Servers/Server_291198/File/High%20School/2018/StudentHandbook2018-2019%20082118.pdf","clean","All people at RHAM High School are to be neat, clean, and appropriately dressed for the learning environment."
"Spencerport High School","NY","http://www.spencerportschools.org/UserFiles/Servers/Server_432258/File/2018-19%20Code%20of%20Conduct.pdf","interfere with learning"," They have the right to determine how they dress, provided that such attire complies with requirements for health and safety, does not interfere with the educational process, or impose on the rights of others and are not destructive to school property."
"Kenyon-Wanamingo Senior High","MN","http://hs.kw.k12.mn.us/sites/hs.kw.k12.mn.us/files/kw_7-12_student_handbook_18-19_-_1.pdf","health","Students are to be dressed in an appropriate and socially approved manner in accordance with the health, safety and learning activity requirements."
"Red Hook Senior High School","NY","https://www.redhookcentralschools.org/cms/lib/NY01000233/Centricity/Domain/458/WEB%202018-2019%20RHHS%20Student%20Handbook.pdf","respect/disrespect"," We believe that a neat appearance signals both a sense of personal dignity as well as a respect for our community of learners."
"Wheeler High School","CT","http://www.northstonington.k12.ct.us/wp-content/uploads/2018/08/2018-19_whs_handbook.pdf","disruption/distraction"," Any clothing, in the opinion of the faculty and administration that disrupts the educational process is not acceptable."
"Lyons Senior High School","NY","https://www.lyonscsd.org/site/handlers/filedownload.ashx?moduleinstanceid=2703&dataid=5459&FileName=2018-2019%20%20Student%20Handbook.pdf","neat"," You are expected to dress and groom yourself neatly and to come to school wearing clothes which are neat, clean, in good taste, and in compliance with safety regulations."
"Plymouth-Whitemarsh Shs","PA","https://www.colonialsd.org/uploaded/PWHS/McCarthy/PW_STUDENT_HANDBOOK_18-19.pdf","health"," Personal appearance should not disrupt the educational process or endanger the health or safety of students."
"Ramon C. Cortines School of Visual and Performing Arts","CA","https://central-lausd-ca.schoolloop.com/file/1405064186706/1250946465815/76170478746144614161537852651246.pdf","interfere with learning","Grand Arts allows students the right to determine their own attire, except where it may interfere with the educational environment or may be dangerous."
"Mashpee High","MA","https://www.mpspk12.org/site/handlers/filedownload.ashx?moduleinstanceid=2591&dataid=3312&FileName=18-19%20Parent%20Student%20Handbook.pdf","disruption/distraction"," Student dress which is distracting to the educational process is not permitted, including, but not limited to: a."
"Chase High","KS","http://www.usd401.com/sites/usd401.com/files/chs-rjh_handbook_18-19.pdf","good taste","Because of the relationship between appearance and appropriate behavior conducive to learning, the BOE of education charges students with the responsibility to use common sense, decency, and good taste in their clothing."
"Elsberry High","MO","http://www.elsberryschools.com/UserFiles/Servers/Server_128419/File/Elsberry%20High%20School%20student%20handbook%202018-19.pdf","clean"," It is our belief that cleanliness and neatness in dress enhance the school environment."
"Warrenton High School","OR","http://www.warrentonschools.com/sites/default/files/whs_files/2018-19_student_handbook_1.pdf","appropriate/inappropriate","  Low cut and/or tight fitting tops are not appropriate."
"Little Miami High School","OH","https://www.littlemiamischools.com/media/documents/LMHS%20HANDBOOK%202018%202019.pdf","clean"," All clothing is expected to be in good taste, neat and clean."
"Lehigh Senior High School","FL","https://lsh.leeschools.net/our_school/dress_code","clean"," Students shall maintain a clean, orderly appearance at all times."
"East Sac County High School","IA","http://www.eastsac.k12.ia.us/myfind/myuploads/files/StudentHandbook201819.pdf","safe/safety","The board believes inappropriate student appearance causes material and substantial disruption to the school environment or presents a threat to the health and safety of students, employees and visitors."
"Bastrop High School","TX","https://www.bisdtx.org/cms/lib/TX02218757/Centricity/Domain/1094/18-19%20Handbook%20Final%20.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Nettleton High School","MS","https://www.nettletonschools.com/cms/lib/MS02210755/Centricity/Domain/8/18-19%20NSD%20Student%20Handbook.pdf","disruption/distraction"," A student who is groomed or attired in a manner that is detrimental to and/or distracts from the school environment shall be required to make arrangements for more suitable or appropriate dress."
"Laker High School","MI","https://lakerschools.org/wp-content/uploads/2018/10/STUDENT-HANDBOOK-2018-2019.pdf","interfere with learning"," attend school if their personal hygiene or clothing endangers their own health or safety or that of others, or interferes in any way with the educational process."
"Carrollton High School","GA","https://www.carrolltoncityschools.net/uploaded/PDF's_for_Pages/CHS_Handbook_18-19.pdf","safe/safety"," Therefore, good taste, safety, and health will determine our policy on school dress."
"Knoxville High School","IA","https://docs.google.com/document/d/1zUkgyKARmIAkvg_qsXf29SjIy4VT_ahvdblSwvhZxRY/edit#","appropriate/inappropriate","  Students are expected to wear clothing that is appropriate to their age level and does not disrupt the school or educational environment."
"Laker High School","MI","https://lakerschools.org/wp-content/uploads/2018/10/STUDENT-HANDBOOK-2018-2019.pdf","appropriate/inappropriate"," Dressing appropriately sets the tone for learning and eliminates distractions."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","neat","Students have a responsibility to come to school and school events each day neatly groomed and dressed appropriately."
"Dawson High School","MT","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/251666/DCHS_Student_Handbook_18-19__4_.pdf","modest/modesty"," Clothing must be modest so as to not be offensive or embarrassing to any teacher, fellow student, or other employees of the District, and shall in no way take away from the educational environment."
"Fonda-Fultonville Senior High School","NY","https://www.fondafultonvilleschools.org/hs/student-dress-code/","interfere with learning","A student’s dress, grooming and appearance, including hair style/color, jewelry, make-up, body art, and nails, shall:  Be safe, appropriate and not disrupt or interfere with the educational process."
"Pottstown Shs","PA","http://www.pottstownschools.org/Downloads/PHS_Parent%20and%20Student%20Handbook%202018-2019.pdf","appropriate/inappropriate","Dress Code Students must be dressed in appropriate attire BEFORE arriving to school."
"Freeport Area Shs","PA","https://www.freeport.k12.pa.us/userfiles/31/my%20files/fahs%202018-2019%20student%20handbook%20final.pdf?id=5498","disruption/distraction"," Any clothing or jewelry that is distracting to the learning atmosphere or is considered a possible safety hazard should not be worn."
"Ironton High School","OH","http://www.tigertown.com/UserFiles/Servers/Server_2979847/File/IHS/IHS.HandBook.18-19.pdf","appropriate/inappropriate","Students are expected to dress appropriately at all times."
"Wayzata High","MN","https://drive.google.com/file/d/1y6f2jjx647fCNopuabd4lNnnyvTRpm4O/view","respect/disrespect","The purpose of a dress code is to maintain a safe, respectful and professional learning environment and to ensure all students are treated equitably regardless of gender, gender identification, sexual orientation, race, ethnicity, cultural observance, body type/size, household income, religion, and personal style."
"Sleepy Hollow High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.tufsd.org//cms/lib/NY02205629/Centricity/Domain/3167/Code+of+Conduct+Secondary+Plain+Language+Summary+2018.pdf","disruption/distraction"," Be safe, appropriate and not disrupt or interfere with learning."
"Marlin High School","TX","https://www.marlinisd.org/UserFiles/Servers/Server_149374/File/Marlin/High%20School/MHS%20Dress%20Code%202018-19.docx.pdf","safe/safety"," Clothing, hairstyles and accessories should not be disruptive, immodest or compromise student safety."
"Monroe City r-i High","MO","http://monroe.k12.mo.us/wp-content/uploads/2018/08/Monroe-City-HS-Student-Handbook-2018-2019.pdf","appropriate/inappropriate"," An article of clothing that may be deemed as proper in your own private setting may not be appropriate for school or school functions."
"Madras High School","OR","http://www.jcsd.k12.or.us/sites/jcsd.k12.or.us/files/files/Rights%20and%20Responsibilities%20Handbook%202018-2019%20Final.pdf","disruption/distraction"," Students are not to wear clothing that is distracting to others."
"Knoxville High School","IA","https://docs.google.com/document/d/1zUkgyKARmIAkvg_qsXf29SjIy4VT_ahvdblSwvhZxRY/edit#","clean","  Students are expected to adhere to reasonable levels of cleanliness and modesty."
"Lincoln Senior High School","MI","https://drive.google.com/file/d/1LeKFKW4o42YnueOQ-nTL8f4PMkKXP6GG/view","clean","Students are expected to wear clothing in a neat, clean, and well-fitting manner while on school property and/or in attendance at school sponsored activities."
"Niskayuna High School","NY","https://www.niskayunaschools.org/about-us/policies-forms/high-school-code-of-conduct/#Dress","interfere with learning","  Be safe, appropriate, and not disrupt or interfere with the educational process."
"Hicksville High School","NY","https://www.hicksvillepublicschools.org/parents/code_of_conduct","safe/safety","Be safe, appropriate and not disrupt or interfere with the educational process."
"Belton High School","TX","https://www.bisd.net/HShandbook","respect/disrespect","The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teach respect for authority."
"Social Circle High School","GA","http://www.socialcircleschools.com/userfiles/184/my%20files/announcements/hs/updated%20hs%20student%20handbook%20aug%2028.pdf?id=8862","appropriate/inappropriate"," Below are some guidelines for appropriate dress in the school environment: • Body must be covered from the neck to the knees and shoulder-to-shoulder Shirts • No spaghetti straps, strapless tops, muscle shirts, sleeveless shirts with large arm openings • Tank tops must meet the 2 finger width and cover bra straps."
"Mashpee High","MA","https://www.mpspk12.org/site/handlers/filedownload.ashx?moduleinstanceid=2591&dataid=3312&FileName=18-19%20Parent%20Student%20Handbook.pdf","safe/safety","The Mashpee Public Schools expect students to maintain an appearance that is conducive to safety, good health, and appropriate conduct."
"Excelsior Springs High","MO","http://www.essd40.com/UserFiles/Servers/Server_663380/File/Parent%20Resources/Parent%20Information/2018-2019%20HS%20Handbook%20(1).pdf","appropriate/inappropriate","The policy of the Board of Education is to encourage all students to dress in a moderate type and style of clothing that is appropriate for school activities and to develop habits of personal grooming that contribute to health and safety and are generally acceptable within the community."
"Eleanor Roosevelt High School","NY","https://www.erhsnyc.org/ourpages/auto/2009/10/22/53897623/2018-19%20ERHS%20Handbook.pdf","disruption/distraction"," Everyone has the right to feel comfortable and engaged in the school day without distractions."
"Shelby Co High Sch","AL","http://www.shelbyed.k12.al.us/schools/schs/docs/18-19-handbook.pdf","clean"," Students’ clothing should be neat and clean and should not be in noticeable disrepair."
"Jenks High School","OK","http://www.jenksps.org/vimages/shared/vnews/stories/4c44c8eeea99a/Master%20HS%20FA%20Student%20Handbook%20for%202018-19[2].pdf","disruption/distraction"," Because a relationship between one’s appearance and behavior does exist and because an appropriately dressed student is better accepted by his/her peers, attire for students must be reasonable, modest, and in such style that it will not cause distraction."
"Illinois Valley High School","OR","https://drive.google.com/file/d/1LljdRljlCyUwaHuo-RrSf8loda_bMzN9/view","modest/modesty"," Bizarre, immodest or revealing clothing demeans the value of the wearer and disrupts the educational atmosphere."
"Glasgow High School","MT","https://docs.google.com/document/d/1P--KR2mxrlH2Acu9CM0G-1W-ZkYjWFttg5pcSkV5i1Y/edit","respect/disrespect","Students should maintain a tradition of dressing neatly, respectfully, and attractively during school hours and at school functions."
"Longmont High School","CO","https://docs.google.com/document/d/10aDrsvp1qbWMfAMJwFw1eZ5B64F7IJtSTy-unoZnyn0/edit#heading=h.gjdgxs","disruption/distraction"," Appropriate dress at Longmont High School is that which does not distract from the educational process."
"Mount Pleasant High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/43/MPHS%202018_2019%20Student%20Handbook.pdf","disruption/distraction"," Extremes in hairstyles, body piercing, make-up, and modes of dress deemed by the administration as inappropriate, a disruption, a danger to health and safety, or a distraction to the educational process will not be permitted on MPHS campus or at any school event regardless of the location."
"Centerville High School","IA","https://www.centervilleschools.org/wp-content/uploads/2018/10/18-19-handbook-2.pdf","safe/safety"," In the interest of safety and good manners, all coats and head garments will remain in the student lockers during the school hours."
"Columbia High School","NY","http://egcsd.org/wp-content/uploads/2018/07/2018-19-Code-of-Conduct.pdf","clean","All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Weston Ranch High","CA","http://www.mantecausd.net/home/showdocument?id=16689","disruption/distraction"," Avoidance of distracting influences is the key to an appropriate appearance."
"Tarkington High School","TX","https://s3.amazonaws.com/scschoolfiles/566/2018-19_student_handbook__code_of_conduct_1.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Lamphere High School","MI","http://www.lamphere.k12.mi.us/UserFiles/Servers/Server_61419/Image/Handbooks/2018%20-%202019/LHS%20Handbook%202018-19.pdf","appropriate/inappropriate","Appropriate student dress and good grooming affect the efficient and orderly operation of the school as well as the ability of students to interact appropriately and participate in school activities."
"Riverdale High School","FL","https://rdh.leeschools.net/UserFiles/Servers/Server_696011/File/Our%20Students/Student%20Handbook/5FDED264A30BBC70B98435F95C61D18C.student-handbook-packet-2017-18-edited.pdf","neat"," Students must be neat, clean and properly dressed."
"Bellport Senior High School","NY","http://www.southcountry.org/Assets/District_Links/111016_Code_of_Coduct-July_2016.pdf?t=636143706560670000","interfere with learning"," All dress grooming and appearance must be safe, appropriate and not disruptive and must not interfere with the educational process."
"Leavenworth Sr High","KS","http://lusdlhs.ss18.sharpschool.com/UserFiles/Servers/Server_433908/Image/2018-2019%20LHS%20Student%20Handbook%20FINAL.pdf","disruption/distraction"," The district reserves the right at all times to regulate the dress and/or grooming of any student deemed to be a distraction to the learning process, is of questionable decency, is offensive to the normal decorum of the school community and/or creates a health, discipline, or safety hazard."
"Mountain View High School","WY","http://mvhs.uinta4.com/UserFiles/Servers/Server_546169/File/For%20Students/Mountain%20View%20High%20School%20Student%20Handbook.pdf","appropriate/inappropriate"," The purpose of any school dress code is to show that students are expected to dress neatly and appropriately for school."
"Goshen Central High School","NY","https://www.gcsny.org/departments/schoolsafety/code-of-conduct/#V","interfere with learning"," They have the right to determine how the student will dress, provided that such attire does not interfere with the operation of the school or infringe upon the general health, safety and welfare of district students or employees."
"Northland Pines High","WI","https://www.npsd.k12.wi.us/NPHS/StudentHanbook.pdf","clean","It is a pupil’s responsibility to dress in a manner that meets reasonable standards of health, cleanliness, and safety."
"West Plains Sr. High","MO","https://www.zizzers.org/cms/lib/MO01001590/Centricity/Domain/180/HS%20Handbook%202018-19.pdf","disruption/distraction"," Any type of extremism of dress, or dress that is disruptive or distracting to the educational process (such as short skirts, low cut tops, clothing that is too revealing, underwear showing, sagging, or clothing with revealing holes), will dealt with on an individual basis."
"Sutton High School","MA","https://drive.google.com/file/d/1qZUDJvPyL1UoMAoy9_cO81MNydHIkWqh/view","disruption/distraction","While self-expression and individuality are encouraged and respected at Sutton Memorial High School, student dress and appearance shall not be disruptive or offensive to the educational process."
"Granbury High School","TX","https://www.granburyisd.org/Page/697","safe/safety"," The District’s dress code is established to teach grooming and hygiene, instill discipline, prevent disruption, avoid safety hazards, and teaches respect for authority."
"Irondequoit High School","NY","https://www.westirondequoit.org/UserFiles/Servers/Server_228510/File/Forms_Documents/CodeofConduct.pdf","respect/disrespect"," Beyond these requirements, the Board of Education expects the cooperation of students, parents, and all individuals within the school community to make thoughtful choices regarding dress which conveys sensitivity and respect toward other people and toward the school and its purposes."
"Bonduel High","WI","https://www.bonduel.k12.wi.us/cms_files/resources/BHS%20Handbook%202018-2019%20Finalized%20For%20Print%20FINAL.pdf","disruption/distraction"," In general, students should not dress in a manner that is attention getting or distracting to the educational atmosphere of the school."
"Big Piney High School","WY","https://docs.google.com/document/d/1UrHNhVcUQL_wLGTjlsWFULYAyUZYjexSzT6Jdcp4k5Q/edit#heading=h.ihv636","appropriate/inappropriate","  We ask all parents to please cooperate in helping your child recognize the importance of appropriate dress in the school environment."
"Westhill High School","CT","https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf","respect/disrespect","The Board of Education encourages students to dress in a manner that reflects pride in and respect for themselves, their school, and their community."
"Blue Ridge High School","TX","https://www.brisd.net/Page/573","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevents disruption, and minimizes safety hazards."
"Unionville-Sebewaing High School","MI","http://www.think-usa.org/downloads/hs_files/student_handbook_18-19.pdf","safe/safety","Any fashion (dress, grooming, accessory, or hairstyle) that disrupts the educational process or presents a safety risk will be not be permitted."
"Batesville High School","AR","https://docs.google.com/document/d/1ToGHTpg8VMm1zDWo_5tW4OYh6xvPTC4yRHJGXLyiC90/edit#heading=h.hlalejp0ytoa","safe/safety"," This requires limitations to student dress and grooming that could be disruptive to the educational process because they are immodest, disruptive, unsanitary, unsafe, could cause property damage, or are offensive to common standards of decency."
"Waconia Senior High","MN","https://www.isd110.org/sites/default/files/files/content/2018-19-handbook_2.pdf","appropriate/inappropriate"," We expect appropriate dress and discretion to be used in order to keep the school environment purposeful, practical and meaningful."
"Centralia High","MO","https://drive.google.com/drive/folders/0ByszHrAl88lefnItZXZsV1RIbVYxS2RZWTdLaE9sWkZ3Z0VCMlU5QTVrQ05RZ01vQW1XUHM","modest/modesty"," Neatness, cleanliness, and modesty will be expected during all regular school hours and at all scheduled extra-curricular activities."
"West Grand High School","CO","https://docs.google.com/document/d/19u6SDhlNJF2LQ3PsMYTZPmACGf3LkT_CiekbF81Tbrk/edit","disruption/distraction"," The Board recognizes that students have a right to express themselves through dress and personal appearance; however, students shall not wear apparel that is deemed disruptive or potentially disruptive to the classroom environment or to the maintenance of a safe and orderly school."
"Hudson High","WI","https://docs.google.com/document/d/1HG6nG6tRPJX_dEPKUzwpHiEPDrzObO3IntnwTgXPA5s/edit","appropriate/inappropriate","Students will dress in clothes which are appropriate for the learning environment and other school-sponsored activities."
"South Glens Falls Senior High School","NY","https://www.sgfcsd.org/2018-19-south-glens-falls-high-school-handbook/#Section-II","appropriate/inappropriate","All students are expected to give proper attention to personal hygiene and to dress appropriately for school and school functions."
"Jackson Hole High School","WY","https://docs.google.com/document/d/1fWCWkQY78FoQRNh7fgp4YFZSCbcyT4QIsmVjI1Nzi0U/edit","health","   For health and safety reasons, students are required to wear shoes and shirts at all times."
"Reeds Spring High","MO","https://4.files.edl.io/e5d3/06/27/18/134717-900f3525-e387-41c9-bc74-d010d0c7f105.pdf","disruption/distraction"," Further, no clothing or personal grooming that disrupts, or can be forecasted to disrupt, the educational environment is permitted Although the school cannot address every dress code violation in writing, some examples are listed below."
"Graham High School","OK","http://s3.amazonaws.com/scschoolfiles/363/2018-2019_studenthandbook.pdf","clean"," It should be understood that appropriate dress for school shall promote cleanliness, modesty, and should not create distractions within the educational environment."
"Freeport Area Shs","PA","https://www.freeport.k12.pa.us/userfiles/31/my%20files/fahs%202018-2019%20student%20handbook%20final.pdf?id=5498","safe/safety"," Any clothing or jewelry that is distracting to the learning atmosphere or is considered a possible safety hazard should not be worn."
"South Albany High School","OR","https://sahs.albany.k12.or.us/media/sites/5/2018/09/2018-2019-Handbook.pdf","health"," A student’s dress and grooming shall be within reasonable standards of health, safety and sanitation."
"Dover High School","OK","http://s3.amazonaws.com/scschoolfiles/593/2018-2019_dover_hs_handbook1.pdf","appropriate/inappropriate"," By recognizing that appropriate dress is an issue which is addressed in the “real world” by workplace requirements or professional standards and expectations, students have an opportunity to learn that what is acceptable and appropriate in one situation is not acceptable in other situations."
"Olton High School","TX","https://drive.google.com/file/d/18_Bs7Ml7YFK3fHrwEVmXkWDebKjHVF8M/view","health"," Students shall be dressed and groomed in a manner that is clean and neat and that will not be a health or safety hazard to themselves or others."
