"schoolName","state","link","item","extract"
"Brindlee Mt High Sch","AL","http://www.marshallk12.org/common/pages/DisplayFile.aspx?itemId=15209319","respect/disrespect","All students are expected to dress in a manner which reflects self-respect and decency that is appropriate for school."
"Grand Rapids Senior High","MN","https://www.isd318.org/sites/isd318.org/files/files/Student%20Handbooks/18-19/GRHS%20Student%20Handbook%202018-19.pdf","safe/safety","Clothing that does not create a health or safety hazard."
"Hart High School","MI","https://drive.google.com/drive/folders/0B3NBB7EiLd4Wfi1hU2FTeXJDWElNZHpzTFZsMUtjdWNsMzM3ZmVEaUZNUkJfVmRXWURNaDg","interfere with learning"," The Board will not interfere with the right of students and their parents to make decisions regarding their appearance, except when their choices interfere with the educational program of the schools."
"Port Jervis Senior High School","NY","https://campussuite-storage.s3.amazonaws.com/prod/1558562/da7ff762-7a28-11e8-98e1-0ac498f040b0/1821923/f448a9b2-ad56-11e8-937d-12d332735efe/file/HS%20full%20page%202018%202019%20student%20handbook%20(2).pdf","clean","All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Cedar Grove-Belgium High","WI","http://www.cedargrovebelgium.k12.wi.us/userfiles/111/my%20files/parent%2fstudent%20handbook%202018-2019.pdf?id=3686","neat"," CGBHS expects all students to be neat, clean, and dressed in good taste."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","good taste"," Students will not be allowed at any time to wear clothing, badges, buttons, hats or  insignias with sayings or advertisements that are in bad taste or have anything to do  with drugs, tobacco, alcohol, or sex."
"Blue Ridge High School","TX","https://www.brisd.net/Page/573","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevents disruption, and minimizes safety hazards."
"Bonduel High","WI","https://www.bonduel.k12.wi.us/cms_files/resources/BHS%20Handbook%202018-2019%20Finalized%20For%20Print%20FINAL.pdf","health"," When the dress of an individual constitutes a health problem, seems to be unsuitable for school wear, is a physical danger to any person, or when the student’s manner of dress or grooming causes disruption or disturbance, the teacher, the dean of students, or and/or principal shall take appropriate action to correct the situation."
"Leavenworth Sr High","KS","http://lusdlhs.ss18.sharpschool.com/UserFiles/Servers/Server_433908/Image/2018-2019%20LHS%20Student%20Handbook%20FINAL.pdf","health"," The district reserves the right at all times to regulate the dress and/or grooming of any student deemed to be a distraction to the learning process, is of questionable decency, is offensive to the normal decorum of the school community and/or creates a health, discipline, or safety hazard."
"Sleepy Hollow High School","NY","https://docs.google.com/viewerng/viewer?url=https://www.tufsd.org//cms/lib/NY02205629/Centricity/Domain/3167/Code+of+Conduct+Secondary+Plain+Language+Summary+2018.pdf","appropriate/inappropriate","All students are expected to give proper attention to personal hygiene and to dress appropriately for school and school functions."
"Mashpee High","MA","https://www.mpspk12.org/site/handlers/filedownload.ashx?moduleinstanceid=2591&dataid=3312&FileName=18-19%20Parent%20Student%20Handbook.pdf","disruption/distraction"," Appearance that is disruptive to the educational process is not permitted."
"Pine Bush Senior High School","NY","https://www.pinebushschools.org/parent-community/publications/pine-bush-high-school-student-handbook/#dresscode","interfere with learning","The following rules have been formulated to insure that students’ dress does not interfere with the orderly functioning of the school"
"Senior High School","OK","https://s3.amazonaws.com/scschoolfiles/633/ecphs_handbook1819final.pdf","disruption/distraction"," The attire for students must be reasonable, modest and in such style as it will not cause distraction."
"Daniel Hand High School","CT","https://resources.finalsite.net/images/v1537382966/madison/a6ml3xn7reg13hd3su8j/DHHSHandbook18-19.pdf","disruption/distraction"," Furthermore, students should dress so that their clothing does not jeopardize the health or safety of the wearers or others, or cause distraction or disruption of the educational process as determined by the school administration."
"Hilldale High School","OK","http://www.hilldale.k12.ok.us/vimages/shared/vnews/stories/5603fe22e3854/High%20School%20Handbook%20%202018-2019.pdf","respect/disrespect"," With the cooperation of students, parents, faculty, and everyone concerned, we can maintain a degree of self respect profitable to all"
"Memorial High School","OK","https://memorial.edmondschools.net/wp-content/uploads/sites/4/2018/08/Student-Handbook-2018-2019-revising-SS-Revision-2018-08-07-PDF.pdf","safe/safety","The student dress code is based upon the premise of recognizing fashion without sacrificing decency, safety, and appropriateness."
"Nathan Hale High","WI","https://docs.google.com/document/d/1hnC7bFMcPfADBHgjULkES7rKCmrr-mRNRw5dHe6z5gk/edit","disruption/distraction"," They have the right to determine student dress provided such attire is not distracting, inappropriate, indecent, disruptive, or hazardous."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","disruption/distraction"," Any form of student dress or hairstyle which is considered contrary to good hygiene habits or which is distractive or disruptive in appearance will not be permitted within the school."
"Hinton High School","OK","http://hintonschools.net/uploads/2018-hs-handbook.pdf","modest/modesty","All students are expected to adhere to common practices of modesty, cleanliness and neatness; to dress in a respectful manner as to contribute to the academic atmosphere, not detract from it."
"Lathrop High","CA","http://www.mantecausd.net/home/showdocument?id=3534","disruption/distraction","The principal, staff and parents/guardians at a school may establish a reasonable dress code that prohibits students from wearing gang-related apparel when there is evidence of a gang presence that disrupts or threatens to disrupt the school's activities."
"Turners Fall High","MA","http://gmrsd.org/sites/default/files/TFHS%20Handbook%202018-2019%20PDF%20Final.pdf","neat"," Students are expected to be neat, clean, and orderly in appearance."
"Griffin High School","GA","http://www.griffinhighschool.org/About/Dress-Code/index.html","disruption/distraction","  Therefore, students’ dress should reflect neatness, cleanliness and should not distract or cause disruption in the educational process of school."
"Forsyth High","MO","http://www.forsythpanthers.org/UserFiles/Servers/Server_452231/Image/Student/Student-Handbook-18.pdf","health"," Dress and appearance shall not in any manner present a potential health or safety hazard."
"Park Vista Community High School","FL","https://www.palmbeachschools.org/students/wp-content/uploads/sites/24/2018/08/FY19StudentFamilyHandbookv8-14-18.pdf","health"," Student attire or grooming that substantially or potentially disrupts the educational environment or school program creates a distraction, which interferes with the educational process or classroom activity, or presents a health or safety hazard to the students or school community is not permitted."
"Horn High School","TX","https://resources.finalsite.net/images/v1536563024/mesquiteisdorg/xeqmsqmfntvbb4pezjyk/ENGLISH_StudentHandbook2018-2019.pdf","disruption/distraction","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Scotts Valley High","CA","https://svhs-scottsvalley-ca.schoolloop.com/pf4/cms2/view_page?d=x&group_id=1377670842012&vdid=i34g1wqxu93z","appropriate/inappropriate","SVHS enforces appropriate dress on campus and at school functions"
"Affton High","MO","https://docs.google.com/document/d/1x5ze2QvH4FG3yu_F1FX9HCPJ17pjXVg5Vex__1Paq0U/edit","health","Students are to dress in a manner that does not jeopardize the child's health and safety, nor that of others; does not disrupt the teaching-learning process; does not create school disorder or is immodest."
"Nicolet High","WI","https://www.nicolet.us/students/student_handbook.pdf","appropriate/inappropriate"," The guidelines listed below should be used to help students and parents select appropriate clothing to be worn at school."
"Strafford High","MO","https://www.straffordschools.net/userfiles/2/my%20files/strafford%20high%20school%20student%20handbook%202018%202019%202.pdf?id=6397","disruption/distraction"," Students should not wear clothing that distracts and disrupts the educational process."
"Nevada High School","IA","https://www.nevadacubs.org/wp-content/uploads/2018/07/18-19NHSHandbookFinal.pdf","disruption/distraction"," Clothing items that are vulgar, have obscene slogans on them, or are likely to cause a disruption to the efficient and orderly operation of the school will not be tolerated."
"Mount Union Area Shs","PA","https://www.muasd.org/common/pages/DisplayFile.aspx?itemId=44285732","good taste","Students are to dress in good taste and in a manner that does not disrupt or could disrupt the orderly conduct of the educational process."
"George Washington High School","IA","http://crwash.cr.k12.ia.us/assets/32/6/2018-2019_Calendar_Handbook.pdf","clean"," Students are expected to adhere to standards of cleanliness and dress that are compatible with the requirements of a good learning environment."
"Barnes County North High School","ND","https://docs.google.com/viewerng/viewer?url=http://www.barnescountynorth.k12.nd.us/files/2018/08/BCN-Handbook.pdf&hl=en_US","health","Students must dress in such a manner that clothing will not offend others, disrupt classes, or interfere with health and safety standards."
"Astoria Senior High School","OR","http://www.astoria.k12.or.us/UserFiles/Servers/Server_173011/File/District%20Office/Registration%20Forms/ASD%20RIGHTS%20AND%20RESPONSIBILITIES%202018%20English.pdf","safe/safety","The district’s dress code is established to promote appropriate grooming and hygiene, prevent disruption and avoid safety hazards."
"Lodi High","WI","https://www.lodi.k12.wi.us/cms_files/resources/2018-19%20LHS%20Full%20PS%20Handbook.pdf","safe/safety"," Attire should not be offensive, obscene, disruptive, represent a gang, or endanger other student’s health or safety."
"Mountain View High School","WY","http://mvhs.uinta4.com/UserFiles/Servers/Server_546169/File/For%20Students/Mountain%20View%20High%20School%20Student%20Handbook.pdf","health"," For reasons of health and safety, shoes are to be worn at all times."
"Portsmouth High School","NH","https://drive.google.com/file/d/0B6HkNSg4qg39aG81RDNoQVlQNWZCb0RXUjhoai1zdnBqQVB3/view","disruption/distraction"," Teaching and Learning Environment Apparel, including jewelry and body piercing, shall not be allowed if it is so distracting to students and/or teachers that students cannot learn and/or teachers cannot teach."
"Shelby Co High Sch","AL","http://www.shelbyed.k12.al.us/schools/schs/docs/18-19-handbook.pdf","disruption/distraction"," All other piercings, hairstyles (including hair color), and other adornments (including tattoos) that draw attention to oneself in a manner that may be disruptive to the educational process are prohibited."
"Plainwell High School","MI","http://www.plainwellschools.org/userfiles/23/my%20files/final%20%202018-19%20student%20handbook.docx.pdf?id=792","interfere with learning"," It is also important to realize that the school will not permit clothing that is inappropriate or clothing that interferes with the school day."
"Anacortes High School","WA","http://ahs.asd103.org/UserFiles/Servers/Server_263971/Image/AHS%20Student%20Handbook%202018-19%20.pdf","safe/safety"," These standards are based on respect for one another and the need to establish a safe, orderly, caring, and business-like learning environment."
"Henrietta High School","TX","http://hs.henrietta-isd.net/UserFiles/Servers/Server_420835/File/Henrietta%20High%20School/Parent%20Information/HHS%20Student%20Handbook/ADA_Henrietta%20High%20School%20Student%20Handbook%202018-2019.pdf","disruption/distraction"," Students and parents may determine a student’s personal dress and  grooming standards, provided that they comply with the following rules:  Hair   Hair is to be neat, clean, well groomed, styled, colored and cut in a manner that does  not create a distraction."
"Littleton High School","MA","https://drive.google.com/file/d/0B630GjvtAlZ4RW5LU2hyMHlaOUU/view","neat"," Students are to dress neatly, cleanly, and appropriately while in attendance."
"Waconia Senior High","MN","https://www.isd110.org/sites/default/files/files/content/2018-19-handbook_2.pdf","health","  When, in the judgment of administration, a student’s appearance, grooming, or mode of dress interferes with or disrupts the educational process of school activities, or poses a threat to the health or safety of the student or others, the student will be directed to make modifications, or will be sent home for the day and parents will be notified."
"Leavenworth Sr High","KS","http://lusdlhs.ss18.sharpschool.com/UserFiles/Servers/Server_433908/Image/2018-2019%20LHS%20Student%20Handbook%20FINAL.pdf","disruption/distraction","The Board of Education and Administration believe certain standards of dress and grooming habits are necessary to maintain a wholesome, safe, non-disruptive, and inspiring learning atmosphere for students."
"Christiansburg High","VA","https://docs.google.com/document/d/1H-UJkGc8L_KEsQ54QzjOxV38l_Gqqls4PFsGhgMsMd0/edit","appropriate/inappropriate","  However, we also must balance individual freedom with maintaining an appropriate learning environment."
"Lyons Senior High School","NY","https://www.lyonscsd.org/site/handlers/filedownload.ashx?moduleinstanceid=2703&dataid=5459&FileName=2018-2019%20%20Student%20Handbook.pdf","safe/safety"," You are expected to dress and groom yourself neatly and to come to school wearing clothes which are neat, clean, in good taste, and in compliance with safety regulations."
"Nashoba Regional","MA","https://nrhs.nrsd.net/UserFiles/Servers/Server_1160004/File/NRHS%20Student%20Handbook%20Review%2018-19%20(Updated%2010.01.2018.).pdf","health"," Any clothing, accessory, hairstyle or grooming habit that is a danger to student health/safety may not be permitted and student dress should not hinder participation in a given class (for instance, PE or a chemistry lab)."
"La Feria High School","TX","http://hs.laferiaisd.org/UserFiles/Servers/Server_82225/File/Parent%20Information/La%20Feria%20HS%20Student%20Handbook%202018-19.pdf","disruption/distraction","...and color (2 tone dye), which may cause teachers and students to be distracted from regular class routine, will not be allowed."
"Whitman Hanson Regional","MA","https://www.whrsd.org/uploaded/documents/District_Information/School_Handbooks/18-19_High_School_Handbook_Final.pdf","health"," They have the right to determine how the student will dress providing that attire is not destructive to school property, complies with requirements for health and safety, and does not cause disorder or disruption."
"Azle High School","TX","https://www.azleisd.net/cms/lib6/TX01917633/Centricity/domain/4/parents/2018-2019/PAR180803AHS18-19StudentHandbook.pdf","safe/safety"," Student’s dress shall not create a health hazard to the student’s safety or to the safety of others."
"Wharton High School","TX","http://www.whartonisd.net/upload/page/0078/Wharton%20ISD%20Student%20Handbook%20-%202018-19%20school%20year.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Saratoga Springs High School","NY","https://www.saratogaschools.org/files/filesystem/2018-2019%20code%20of%20conduct-final-boe%20approved%206-12-18.pdf","health"," Students and their parents/guardians have the primary responsibility for acceptable student dress and appearance, provided such dress and grooming does not disrupt the educational process of the school or endanger the health or safety of the individual student or others."
"Walpole High","MA","http://walpolewhs.ss5.sharpschool.com/common/pages/DisplayFile.aspx?itemId=68749127","safe/safety","Community standards for health, safety, and appropriateness will be enforced."
"Floyd High","NM","http://www.floydbroncos.com/UserFiles/Servers/Server_318822/File/Misc/Student%20Handbook%202018-19.pdf","safe/safety"," In keeping with the above aim, a student's appearance, mode of dress, and/or cleanliness shall not disrupt the educational process, or constitute a threat to safety."
"Mira Mesa High","CA","https://www.sandiegounified.org/schools/sites/default/files_link/schools/files//schools/mira_mesa/2018-2019%20%20MMHS%20Student%20Parent%20Handbook_1.pdf","disruption/distraction"," Apparel or items that are offensive because they cause disruption in the classroom or on campus."
"Plainwell High School","MI","http://www.plainwellschools.org/userfiles/23/my%20files/final%20%202018-19%20student%20handbook.docx.pdf?id=792","appropriate/inappropriate"," All students are expected to wear clean, appropriate and reasonably well-fitting clothing."
"Horizon High School","AZ","https://www.pvschools.net/cms/lib/AZ01902189/Centricity/Domain/1927/18-19%20Parent%20Student%20Handbook%20Final%20-%20PDF.pdf","disruption/distraction","Student dress, personal appearance or conduct shall not disrupt nor distract from instructional procedures, school-sanctioned social functions or the disciplinary control of the teachers."
"May-Port Cg High School","ND","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/209270/Student_Handbook--18-19.pdf","disruption/distraction","Each student is responsible for dress that is neat, clean, safe and does not disrupt the educational process during the school day."
"Hudson's Bay High School","WA","https://bay.vansd.org/download/student-handbook/?wpdmdl=1316","safe/safety","   If  a  student’s  dress  and/or  physical  appearance  causes  a  disruption  to  the  educational  process,  or  threatens the health and/or safety of the student or  others, a building administrator will ask  the student  to  refrain  from  wearing  such  apparel,  jewelry,  accessories or using such manner of grooming while  at school or school‐sponsored events."
"Nantucket High","MA","https://docs.google.com/viewerng/viewer?url=https://www.npsk.org//cms/lib/MA01907678/Centricity/Domain/206/NHSParentStudentHandbook2018-2019.pdf","clean","Students are encouraged to wear clean, neat clothing that is in good repair and to be groomed appropriately for the school environment."
"Bremond High School","TX","http://www.bremondisd.net/vimages/shared/vnews/stories/4c4764dd0bf4c/Handbook2%20%284%29.pdf","disruption/distraction"," Unusual or distracting hairstyles will be at the discretion of the administration."
"Lebanon Sr. High","MO","https://drive.google.com/drive/u/0/folders/0B10t7fCvnextQUJNeFlYWmlhREE","disruption/distraction"," Dress that materially disrupts the educational environment will be prohibited."
"Northwest Cabarrus High","NC","https://www.cabarrus.k12.nc.us/cms/lib/NC01910456/Centricity/Domain/44/COC-2018.pdf","disruption/distraction"," Extremes in hairstyle, body piercing, make-up, and modes of dress deemed by the administration as inappropriate, a disruption, a danger to health and safety, or a distraction to the educational process will not be permitted on the NCHS campus or at any school event regardless of the location."
"Rainier Senior High School","WA","https://www.rainier.wednet.edu/cms/lib/WA01001947/Centricity/Domain/68/2018-2019%20HS%20Handbook.pdf","safe/safety"," School staff will restrict extreme styles of clothing, hair, cosmetics and jewelry or appearances that disrupt school or pose a safety hazard."
"Assets","TX","https://www.alvinisd.net/cms/lib/TX01001897/Centricity/Domain/281/2018-2019%20Handbook%20revised.pdf","safe/safety","The District's dress code is established to teach grooming and hygiene, instill discipline and  modesty, prevent disruption, avoid safety hazards, and provide a successful learning  environment."
"Weatherford High School","TX","https://4.files.edl.io/834f/07/16/18/202519-9427696d-edc1-4e19-849d-b62b4d0298cf.pdf","modest/modesty","All students are expected to adhere to common practices of modesty, cleanliness, and neatness; to dress in a respectful manner within the acceptable standards of the community and in such a manner as to contribute to the academic atmosphere, not detract from it."
"West Delaware High School","IA","http://www.w-delaware.k12.ia.us/Pages/Documents/studenthandbook.pdf","health","The board believes inappropriate student appearance may cause material and substantial disruption to the school environment or present a threat to the health and safety of students, employees and visitors."
"Lehigh Senior High School","FL","https://lsh.leeschools.net/our_school/dress_code","disruption/distraction","The purpose of the Dress Code is to encourage students to focus on the learning process without the distractions of unsuitable dress and grooming."
"Atlanta High School","TX","http://s3.amazonaws.com/scschoolfiles/1105/aisd_handbook_2018-2019.pdf","disruption/distraction","  The  district’s  dress  code  is  established  to  teach  hygiene,  instill  discipline,  prevent  disruption, avoid safety hazards and provide a positive learning environment."
"Amsterdam High School","NY","https://www.gasd.org/amsterdam-high-school/about-our-school/code-conduct","appropriate/inappropriate","Endangering the health and safety of other students or staff or interfering with classes or District activities by means of inappropriate attire or behavior as per District Code of Conduct."
"Girard High School","PA","https://www.girardsd.org/ourpages/auto/2018/7/12/46015443/2018-19%20version%20for%20website.pdf","appropriate/inappropriate","When students come to school inappropriately dressed, the faculty and the administration will take steps to correct the situation."
"Tgu-Granville High School","ND","http://www.tgu.k12.nd.us/files/2018/08/2018-2019-Student-Parent-Handbook.pdf","disruption/distraction"," Students should dress modestly in order to avoid disrupting the school climate."
"Colchester High School","VT","http://www.csdvt.org/chs/includes/documents/student-handbook.pdf","interfere with learning"," Clothing that is revealing or indecent to the point that it distracts and interferes with the learning and educational process is prohibited."
"Washtenaw International High School","MI","https://www.wihi.org/uploads/8/9/2/8/8928442/studentguide_18-19.pdf","health"," The school district and individual schools are responsible for seeing that student attire does not interfere with the health or safety of any student, and that student attire does not contribute to a hostile or intimidating atmosphere for any student."
"Tonasket High School","WA","http://hs.tonasket.wednet.edu/UserFiles/Servers/Server_71439/Image/Parents/FINAL%20%20Student%20and%20Family%20Handbook%202018-2019.pdf","health"," Create a health or other hazard to the student's safety or to the safety of others."
"Edison Senior High","MN","http://edison.mpls.k12.mn.us/uploads/2019_tehs_student_handbook_3.pdf","respect/disrespect"," Students at Thomas Edison High School are expected to present themselves in a manner that is respectful and appropriate."
"Rogers High School","TX","https://4.files.edl.io/c4d8/08/20/18/145155-2b06d775-1440-4129-8e8e-c638d5675bc8.pdf","safe/safety","The district’s dress code is established to teach grooming and hygiene, prevent disruption, and minimize safety hazards."
"Como Park Senior High","MN","https://www.spps.org/site/handlers/filedownload.ashx?moduleinstanceid=48819&dataid=27984&FileName=2018-19_RRSummary_Final.pdf","appropriate/inappropriate","Students are responsible for wearing clothes that are appropriate for school."
"Park Hill High","MO","https://www.parkhill.k12.mo.us/UserFiles/Servers/Server_62416/File/Folder-Web/Handbook/PHSD_Handbook_18-19.pdf","appropriate/inappropriate"," Students who wear inappropriate clothing or accessories to school will be required to make modifications to that clothing or change into acceptable clothing."
"Kalkaska High School","MI","http://www.kpschools.com/vimages/shared/vnews/stories/54384f1fc352a/HS%20Student%20Handbook%202018-2019%20%28Board%20Approved%2010-22-18%29.pdf","safe/safety"," Any fashion (dress, accessory, or hairstyle) that disrupts the educational process or presents a safety risk will not be permitted."
"Central High School","IA","https://www.cd-csd.org/wp-content/uploads/2018/10/hs_student_handbook4.pdf","disruption/distraction"," Students are expected to wear clothing that is appropriate to their age level and does not disrupt the school or educational environment."
"Westhill High School","CT","https://www.stamfordpublicschools.org/sites/stamfordps/files/uploads/2018-2019_student_handbook_0.pdf","disruption/distraction"," To promote a positive, safe and non-disruptive learning environment, proper attire should be worn."
"Gateway High School","CO","https://gateway.aurorak12.org/wp-content/uploads/sites/252/2018/10/gateway_handbook_20182019.pdf","modest/modesty","Shorts, dresses, skirts or other similar clothing that are so short as to be immodest and/or create a distraction"
"John Stark Regional High School","NH","http://www.jsrhs.net/attachments/article/15/JSRHS%20Student%20Agenda%202018-19.pdf","appropriate/inappropriate"," Students are expected to dress neatly and appropriately while in attendance at regular classes or school activities."
"Bellport Senior High School","NY","http://www.southcountry.org/Assets/District_Links/111016_Code_of_Coduct-July_2016.pdf?t=636143706560670000","safe/safety"," All dress grooming and appearance must be safe, appropriate and not disruptive and must not interfere with the educational process."
"Ontario High School","OR","https://docs.google.com/document/d/1_GKMPx99vD3_FSb7fbEZ6kcThm7XY7_gOHvzN_MKeIk/view","disruption/distraction","...that any staff member deems as inappropriate, or disruptive to the learning environment, due to content, implied meaning, or gang/drug affiliation is not allowed."
"Banks County High School","GA","http://www.bankscountyhigh.com/uploads/3/7/4/7/37472747/student_handbook_2018-19.pdf","neat"," Students are expected to be clean, neat, and appropriately dressed at all times."
"West Islip Senior High School","NY","https://sites.google.com/wiufsd.org/studenthandbook/home/high-school/hs-student-dress-code?authuser=0","interfere with learning"," All attire should:  Be safe, appropriate, and do not disrupt or interfere with the education process."
"Columbia High School","NY","http://egcsd.org/wp-content/uploads/2018/07/2018-19-Code-of-Conduct.pdf","appropriate/inappropriate","All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Mariner High School","FL","https://mrh.leeschools.net/UserFiles/Servers/Server_695618/File/Our%20student/Student%20Handbook/Mariner%20Code%20of%20Conduct.pdf","appropriate/inappropriate"," Students who choose to dress inappropriately will be subject to disciplinary action."
"Plymouth High","WI","http://www.plymouth.k12.wi.us/Schools/PHS/images/orangeguide.pdf","disruption/distraction","Clothing that is deemed distracting or disruptive to learning is inappropriate for school."
"Dawson High School","MT","https://core-docs.s3.amazonaws.com/documents/asset/uploaded_file/251666/DCHS_Student_Handbook_18-19__4_.pdf","good taste"," Basically, the control of student grooming is left to the good taste and discretion of the individual student and his/her parents."
"Celina High School","TX","https://www.celinaisd.com/wp-documents/Student/Documents/2018-2019_Student_Handbook.pdf","appropriate/inappropriate","Students should wear clothing that is neat, clean, and appropriate for the school environment."
"Lake Region Uhsd #24","VT","http://www.lruhs.org/images/stories/docs/2018-2019-online-handbook-calendar.pdf","disruption/distraction"," Parents and students have the right to determine student dress providing that such attire is not destructive to school property, is not distracting to the school environment, obscene or objectionable, and complies with the health and safety codes of the State of Vermont."
"Azle High School","TX","https://www.azleisd.net/cms/lib6/TX01917633/Centricity/domain/4/parents/2018-2019/PAR180803AHS18-19StudentHandbook.pdf","interfere with learning"," The student’s dress and grooming shall not lead school officials to believe that such dress or grooming will disrupt, interfere with, disturb, or detract from school activities."
"Central High School","IA","https://www.cd-csd.org/wp-content/uploads/2018/10/hs_student_handbook4.pdf","modest/modesty"," Students are expected to adhere to reasonable levels of cleanliness and modesty."
"Hilton High School","NY","https://www.hilton.k12.ny.us/files/filesystem/Code%20of%20Conduct%20(Final%20Edit).pdf","disruption/distraction"," Student attire should be a reflection of an atmosphere of mutual respect supported by the district and should not be a distraction to the learning environment."
"Ravena-Coeymans-Selkirk Senior High School","NY","https://www.rcscsd.org/forms-handbooks-policies/code-of-conduct/","health"," However, the Board of Education requires students to attend school in appropriate dress that meets health and safety standards and does not interfere with the learning process."
"Riverdale High School","FL","https://rdh.leeschools.net/UserFiles/Servers/Server_696011/File/Our%20Students/Student%20Handbook/5FDED264A30BBC70B98435F95C61D18C.student-handbook-packet-2017-18-edited.pdf","disruption/distraction","Adornments that, in the principal’s judgment could cause injury, be a safety risk, or cause a disruption to the school environment may not be worn."
"Crater Academy of Health and Public Services","OR","http://blogs.district6.org/cahps/wp-content/uploads/2017/02/CraterCampusStudentHandbook.pdf","safe/safety"," Dress and grooming shall be clean and in keeping with health, sanitary and safety practices."
"Fontana A. B. Miller High","CA","http://www.fusdweb.com/sites/hs/fohi/Shared%20Documents/Student-Parent%20Handbook.pdf","health","The pupil has the right to attire himself/herself in a manner that is suitable as long as practices of good health and safety are observed and there is no disruption of the educational process."
"Nex Gen Academy","NM","https://drive.google.com/file/d/1mNpndUGv9XN6tSrkTjhBu376uKTS0MV8/view","respect/disrespect"," While expectations for dress in a school are generally more casual than the workplace, student dress should communicate a respect for the educational setting and an understanding that for teens, this is their “workplace”."
"Quincy High","MA","http://quincypublicschools.com/qpsinfo/download/district/2018-2019/QPS-Student-Rights-2018-2019.pdf","disruption/distraction","Each student's hairstyle, appearance, and manner of dress, are determined by the student and his/her parents, unless these present a danger to the student's health or safety, interfere with school work, or create a classroom or school disruption."
"Spencer High School","IA","https://drive.google.com/file/d/1Zr4hCfXB7PaPw1HNoWuFsQsGt2cDY4aN/view","interfere with learning"," Any style of dress, article of clothing, or hairstyle, which interferes with or disrupts the maintenance of an atmosphere conducive to learning is unacceptable."
"Forsyth High","MO","http://www.forsythpanthers.org/UserFiles/Servers/Server_452231/Image/Student/Student-Handbook-18.pdf","disruption/distraction"," Dress and appearance shall not, in any way, cause a distraction, interfere with the educational process, or be suggestive or indecent."
"Binghamton High School","NY","http://www.binghamtonschools.org/UserFiles/Servers/Server_512723/File/For%20Parents/Code%20of%20Conduct/BCSD%20Code%20of%20Conduct_7-26-17.pdf","interfere with learning"," Students are required to attend school in appropriate dress, grooming, and appearance that meet health and safety standards, and that do not interfere with the educational process."
"Taft Union High","CA","https://www.taftunion.org/site/handlers/filedownload.ashx?moduleinstanceid=117&dataid=322&FileName=2018-19%20Student%20Handbook%20Eng-Sp.pdf","disruption/distraction"," Any apparel which draws undue attention to the wearer tends to distract from the educational process and is therefore inappropriate."
"Conval Regional High School","NH","https://docs.google.com/spreadsheets/d/1PJejlAKj2rgcygF7WLZkkWmhN4PidN2aqhjaW2jg8rU/edit#gid=1164736096","safe/safety"," ConVal High School will seek to ensure that students’ attire and grooming is of such a nature so as not to endanger his/her health or safety or that of others."
"Oak Grove High","MO","http://oakgrove.ss10.sharpschool.com/common/pages/DisplayFile.aspx?itemId=15364145","appropriate/inappropriate","The Oak Grove R-VI Board of Education requires that students wear appropriate dress to school at all times."
"Peabody Veterans Memorial High","MA","https://peabody.k12.ma.us/wp-content/uploads/2018/09/PVMHS-FINAL-HANDBOOK-ENGLISH-18.19.pdf","neat"," This includes clothing that is clean, neat and in good taste."
"Atascadero High","CA","http://www.atas.k12.ca.us/ausd/ahs/pdfs/ahs/2018-19%20Handbook.pdf","disruption/distraction"," Any manner of dress or grooming which presents a potentially disruptive influence in the school is to be corrected."
"East Hampton High School","NY","http://www.easthamptonschools.org/Assets/EHHS_Links/081518_Code_of_Conduct_2018-19.pdf?t=636699220681230000","clean"," All students are expected to give proper attention to personal cleanliness and to dress appropriately for school and school functions."
"Thorp High","WI","https://www.thorp.k12.wi.us/uploaded/News_Items/H.S._2018-19_Handbook_(1).pdf","neat","Students attending Thorp High School will be expected to be well groomed and neatly dressed at all times."
"Coe-Brown Northwood Academy","NH","http://coebrown.org/handbook/#toggle-id-15","disruption/distraction"," Dress or appearance disruptive to the learning process will not be tolerated."
"Alta Loma High","CA","http://cjuhsd-ca.schoolloop.com/file/1325749002465/1309101244690/3354919983975270997.pdf","safe/safety"," The District believes that clothing worn on campus must promote cleanliness, safety, and decency while contributing to the educational atmosphere of the school."
"Girard High School","PA","https://www.girardsd.org/ourpages/auto/2018/7/12/46015443/2018-19%20version%20for%20website.pdf","neat"," All clothing must be neat, so to present the best possible appearance."
"Grantsburg High","WI","https://www.gk12.net/sites/gk12.net/files/files/Private_User/jwatt/2018-19%20Parent%20&%20Student%20Handbook-Complete.pdf","interfere with learning"," Dress that interferes with the educational process will not be permitted."
